10%,10%,
Named Place,指定地,
Naming Series,採番シリーズ,
Nature of Goods,貨物性質,
Negotiation Charge,買取手数料,
Net Weight,純重量,
Net Weight (kg),純重量（kg）,
New Value,新値,
No active session found,アクティブなセッションが見つかりません,
No active session found with this ID,このIDのアクティブなセッションが見つかりません,
No AI summary available,AI要約はありません,
No analysis data found for this month,この月の分析データが見つかりません,
Non-Preferential,一般原産地証明,
No recommendations available,推奨事項はありません,
No Report Available,レポートはありません,
No reports found,レポートが見つかりません,
Not Allowed,不可,
Notes,備考,
Notify Party,通知先,
Notify Party Address,通知先住所,
Notify Party Name,通知先名,
Ocean Freight,海上運賃,
OFAC SDN,OFAC SDN,
Old Value,旧値,
On Board Date,船積日,
Opening Charge,開設手数料,
Optional: For enhanced speech recognition,オプション: 音声認識の精度向上用,
Organization,組織,
Organization Dashboard,組織ダッシュボード,
Original Count,原本通数,
Original Issued,原本発行済,
Original Management,原本管理,
Originals Received Date,原本受領日,
Originals Released Date,原本リリース日,
Origin Criterion,原産地基準,
Other,その他,
Out of Scope,対象外,
Overall PS Score,全体PSスコア,
Overall psychological safety (0-1),全体の心理的安全性（0-1）,
Overall Score,全体スコア,
Overall Summary,全体サマリー,
Overall Trend,全体トレンド,
Overall Wellness Score,全体ウェルネススコア,
overlap,overlap,
Overlap,重複,
Packages,梱包数,
Packing Date,梱包日,
Packing List,梱包明細書,
Packing List Item,梱包明細書明細,
Paid,支払済,
Partial,部分一致,
Partially Drawn,一部引出済,
Partial Shipments,分割船積,
Participants Count,参加者数,
Parties,当事者,
Patient,患者,
Patient Encounter,診察,
Patient Insurance Info,患者保険情報,
Payment,支払,
Payment Terms,支払条件,
Perishable,生鮮,
Permission Date,許可日,
Personalized recommendations from AI,AIによるパーソナライズされた推奨事項,
Phone,電話番号,
Pickup Date,ピックアップ日,
Pieces,個数,
Place of Delivery,配達地,
Place of Issue,発行地,
Place of Receipt,受取地,
Planned Date,予定日,
Please select at least 2 reports to compare,比較するレポートを2件以上選択してください,
Please specify report_name or report_month,report_name または report_month を指定してください,
Port Code (UN/LOCODE),港コード（UN/LOCODE）,
Port Master,港湾マスタ,
Port Name,港名,
Port Name (Japanese),港名（日本語）,
Port of Discharge,揚港,
Port of Loading,積港,
Port Type,港種別,
Possible Match,一致可能性,
Posting Date,記帳日,
Power Balance,パワーバランス,
power_imbalance,power_imbalance,
Power Imbalance,パワーの不均衡,
Preferential Agreement,適用協定名,
Preferential (EPA/FTA),特恵原産地証明,
Preferential Rate (%),特恵税率（%）,
Prepaid,前払い,
Presentation Period (Days),書類提示期間（日）,
Program,プログラム,
PS Score,PSスコア,
Psychological Metrics,心理的指標,
Psychological Safety,心理的安全性,
Psychological Safety Metrics,心理的安全性指標,
Public Expense,公費,
Published,公開済,
Purchase Invoice,仕入請求書,
Purchase Order,発注書,
Purchase Receipt,入荷伝票,
Qty,数量,
Rate,単価,
Rate of filler words,フィラー語の割合,
Rate per kg,kg単価,
Rate Type,税率種別,
Ratio of speech to total time (0-1),発話時間の割合（0-1）,
RCEP,RCEP原産地証明,
RCP-.YYYY.-.MM.-,RCP-.YYYY.-.MM.-,
Reason,理由,
Receipt,レセプト,
Receipt Batch,レセプトバッチ,
Receipt Detail Line,レセプト明細行,
Receipt Validation Log,レセプト検証ログ,
Recommendations,推奨事項,
Reefer Settings,リーファー設定,
Re-Export,再輸出,
Regions,対応地域,
Re-Import,再輸入,
Rejected,不許可,
Released,リリース済,
Remarks,備考,
Report for this month already exists,この月のレポートは既に存在します,
Report for this month already exists: {0},この月のレポートは既に存在します: {0},
Report generated successfully,レポートが正常に生成されました,
Report generated successfully!,レポートが正常に生成されました！,
Report Month,レポート月,
Report not found for this month,この月のレポートが見つかりません,
Reports,レポート,
Reports & Analysis,レポート・分析,
Required Documents,要求書類,
Respect,尊重,
Respect Interaction,尊重的なやり取り,
Restart Count per Min,言い直し回数/分,
restart_increase,restart_increase,
Result,結果,
Return Date,返却日,
Returned,返戻,
Review,確認,
Review Date,確認日時,
Review Decision,確認結果,
Reviewed By,確認者,
Review Notes,確認メモ,
Revolving,回転,
RMS Level,RMSレベル,
RMS Variance,RMS分散,
Root mean square audio level,音声のRMSレベル,
RoRo,RoRo船,
Route,ルート,
Routing,経由地,
Sales Invoice,売上請求書,
Sales Order,受注書,
Sanctions,制裁リスト,
Sanctions List Entry,制裁リストエントリ,
Sanctions Screening,制裁リスト照合,
SCAC Code,SCACコード,
Schedule,スケジュール,
Schedule Milestones,スケジュールマイルストーン,
Score,スコア,
Sea FCL,海上FCL,
Sea LCL,海上LCL,
Seal No,シール番号,
Seaport,港湾,
Sea Waybill,海上運送状,
Select a month to view the report or generate a new one.,レポートを表示する月を選択するか、新しいレポートを生成してください。,
Select a report...,レポートを選択...,
Select Month,月を選択,
Select Report,選択レポート,
Seller,売主,
Seller Address,売主住所,
Series,連番,
Services,診療行為,
Session,セッション,
Session ID,セッションID,
Session not found,セッションが見つかりません,
sessions,セッション,
Sessions,セッション,
Settings,設定,
Severity,重要度,
Shipment Date Change,船積日変更,
Shipment Details,船積情報,
Shipment Type,案件種別,
Shipped,船積済,
Shipper,荷送人,
Shipper Address,荷送人住所,
Shipper Name,荷送人名,
Shipper Type,荷送人タイプ,
Shipping Line,船社,
Shipping Line Name,船社名,
Silence Max (ms),最大沈黙時間（ms）,
Silence Mean (ms),平均沈黙時間（ms）,
silence_spike,silence_spike,
Silence Spike,沈黙スパイク,
Silence Spike Count per Min,沈黙スパイク回数/分,
Silence Spike Threshold (ms),沈黙スパイク閾値（ms）,
Source,ソース,
Source of the analysis data,分析データのソース,
Source URL,ソースURL,
Speaker Statistics,発話者統計,
Speaking time and interaction stats per speaker,発話者ごとの発言時間と対話統計,
Speak Up,発言,
Specialties,得意分野,
Specifications,仕様,
Specific Duty,従量税額,
Specific Duty Unit,従量税単位,
Speech Metrics,音声指標,
speech_rate_change,speech_rate_change,
Speech Rate Change,発話速度変化,
Speech Rate Change Percent,発話速度変化率,
Speech Rate (relative),発話速度（相対値）,
Speech rate relative to baseline (1.0 = normal),基準に対する発話速度（1.0=通常）,
Speech Ratio,発話率,
Speech Restarts,言い直し,
Stability,安定性,
Stable,安定,
Standby,スタンドバイ,
Start Time,Start Time,
Statistical Value,統計価格,
Statistics,統計,
Status,ステータス,
Stress,ストレス,
Stress Level,ストレスレベル,
Stress level (0-1),ストレスレベル（0-1）,
Stress Load,ストレス負荷,
Stress Trend,ストレストレンド,
Subdivision (State/Prefecture),行政区画（州/都道府県）,
Submission,提出,
Submitted,提出済,
Subtotal,小計,
Suggestion,提案,
Summary,サマリー,
Supplier,仕入先,
Surrendered,サレンダー済,
System Health,システムヘルス,
System Manager,システム管理者,
Tanker,タンカー,
Tare Weight,風袋重量,
Tare Weight (kg),風袋重量（kg）,
Target,対象,
Tax,税金,
Taxable,課税,
Tax Category,税区分,
Taxes,税額,
Temperature (°C),温度（°C）,
Temporary,暫定税率,
TEU Capacity,TEU容量,
THC,THC,
Threshold for trigger detection (0-1),トリガー検出の閾値（0-1）,
Time,時刻,
Timestamp,タイムスタンプ,
Tolerance (%),許容誤差率（%）,
Tolerance for mistakes (0-1),ミスへの許容度（0-1）,
Total Amount,合計金額,
Total Analysis Time (min),合計分析時間（分）,
Total Charge,合計料金,
Total Charges,費用合計,
Total Consumption Tax,消費税額合計,
Total Duty,関税額合計,
Total Gross Weight,総重量,
Total Gross Weight (kg),総重量（kg）,
Total Local Tax,地方消費税額合計,
Total Net Weight,純重量,
Total Net Weight (kg),純重量（kg）,
Total Packages,総梱包数,
Totals,合計,
Total Sessions,合計セッション数,
Total Taxes,税額合計,
Total Triggers,合計トリガー数,
Total Triggers Detected,検出トリガー総数,
Total Value,貨物総額,
Total Volume,総容積,
Total Volume (CBM),総容積（CBM）,
Tracking URL Template,追跡URLテンプレート,
Trade Charge,費目,
Trade Compliance Check,コンプライアンスチェック,
Trade Container,コンテナ情報,
Trade Document Link,貿易書類リンク,
Trade Documents,貿易書類,
Trade / Export Control,貿易・輸出管理,
Trade Management,貿易管理,
Trade Operations,貿易業務,
Trade Schedule,スケジュール,
Trade Settings,貿易管理設定,
Trade Shipment,貿易案件,
Trade Shipment Item,案件明細,
Trade Shipments,貿易案件一覧,
Trade Shipment Summary,貿易案件サマリー,
Trade Terms,貿易条件,
Transferable,譲渡可能,
Transport Details,輸送手段詳細,
Transport Mode,輸送手段,
Transshipment,積替え,
Trigger Analysis,トリガー分析,
Trigger Breakdown Data,トリガー内訳データ,
Trigger Count,トリガー数,
Triggers Detected,検出トリガー,
Trigger severity (0-1),トリガー重要度（0-1）,
Triggers with severity > 0.7,重要度 > 0.7 のトリガー,
Trigger Threshold,トリガー閾値,
Trigger Trend,トリガートレンド,
Trigger Type,トリガー種類,
Under Review,審査中,
UN Security Council,国連安保理,
Untitled Meeting,無題のミーティング,
UOM,単位,
User,ユーザー,
User Settings,ユーザー設定,
Validated,検証済,
Validation,検証,
Validity,Validity,
Valuable,貴重品,
Valuation Charge,従価料金,
Value,価額,
Value Change,値変更,
Variance in RMS level,RMSレベルの分散,
Vessel,船舶,
Vessel Arrived,船舶到着,
Vessel Departed,船舶出港,
Vessel / Flight,船名/便名,
Vessel Master,船舶マスタ,
Vessel Name,船名,
Vessel Type,船舶タイプ,
Voice Analysis Session,音声分析セッション,
Voice Analyzer Settings,音声アナライザー設定,
Voice Trigger Event,音声トリガーイベント,
Volume (CBM),容積（CBM）,
Volume Metrics,音量指標,
Volume Weight,容積重量,
Volume Weight (kg),容積重量（kg）,
Voyage No,航海番号,
Warehousing,倉庫費用,
Warning,警告,
Website,ウェブサイト,
Week,週,
Weekly Summary Data,週次サマリーデータ,
Weekly Trend,週次トレンド,
Weight Charge,重量料金,
Weight & Volume,重量・容積,
Workflow State,Workflow State,
Worsening,悪化中,
WTO,WTO税率,
You already have an active session. Please end it first.,アクティブなセッションがあります。先に終了してください。,
You don't have permission to analyze in this session,このセッションで分析する権限がありません,
You don't have permission to cancel this session,このセッションをキャンセルする権限がありません,
You don't have permission to end this session,このセッションを終了する権限がありません,
You don't have permission to perform cleanup,クリーンアップを実行する権限がありません,
You don't have permission to use Mind Analyzer,マインドアナライザーを使用する権限がありません,
You don't have permission to view department reports,部門レポートを表示する権限がありません,
You don't have permission to view Mind Analyzer,マインドアナライザーを表示する権限がありません,
You don't have permission to view organization reports,組織レポートを表示する権限がありません,
You don't have permission to view other users' data,他のユーザーのデータを表示する権限がありません,
You don't have permission to view team reports,チームレポートを表示する権限がありません,
You don't have permission to view this report,このレポートを表示する権限がありません,
You don't have permission to view this session,このセッションを表示する権限がありません,
You don't have permission to view trigger reports,トリガーレポートを表示する権限がありません,
エクスポートファイル,エクスポートファイル,
エクスポート日時,エクスポート日時,
エラー件数,エラー件数,
オンライン,オンライン,
オンライン診療,オンライン診療,
カナ,カナ,
コード,コード,
ステータス,ステータス,
セッション詳細の読み込みに失敗しました,セッション詳細の読み込みに失敗しました,
その他,その他,
チェック名,チェック名,
デフォルト保険種別,デフォルト保険種別,
バッチ,バッチ,
ビデオ会議,ビデオ会議,
リハビリ,リハビリ,
リハビリテーション科,リハビリテーション科,
リンク先の Video Meeting ID,リンク先の Video Meeting ID,
レセプト,レセプト,
レセプト件数,レセプト件数,
三重県,三重県,
中止,中止,
主病,主病,
主病名,主病名,
事務部,事務部,
京都府,京都府,
会議URL,会議URL,
住所,住所,
佐賀県,佐賀県,
保険種別,保険種別,
保険種別フィルタ,保険種別フィルタ,
保険者番号,保険者番号,
保険請求額,保険請求額,
備考,備考,
傷病コード,傷病コード,
傷病名,傷病名,
公費,公費,
公費負担者番号,公費負担者番号,
兵庫県,兵庫県,
内科,内科,
処置,処置,
分類,分類,
初再診,初再診,
副病,副病,
副病名,副病名,
北海道,北海道,
区分,区分,
医学管理,医学管理,
医療機関コード,医療機関コード,
医療機関名称,医療機関名称,
千葉県,千葉県,
受給者番号,受給者番号,
合計点数,合計点数,
合計金額,合計金額,
名称,名称,
和歌山県,和歌山県,
回数,回数,
国保,国保,
在宅,在宅,
埼玉県,埼玉県,
外科,外科,
大分県,大分県,
大阪府,大阪府,
奈良県,奈良県,
女,女,
宮城県,宮城県,
宮崎県,宮崎県,
家族,家族,
富山県,富山県,
対面,対面,
小児科,小児科,
小計点数,小計点数,
山口県,山口県,
山形県,山形県,
山梨県,山梨県,
岐阜県,岐阜県,
岡山県,岡山県,
岩手県,岩手県,
島根県,島根県,
広島県,広島県,
後期高齢者,後期高齢者,
徳島県,徳島県,
性別,性別,
患者保険,患者保険,
患者名,患者名,
患者氏名,患者氏名,
愛媛県,愛媛県,
愛知県,愛知県,
手術,手術,
投薬,投薬,
提出方法,提出方法,
提出期限日,提出期限日,
改定,改定,
改定内容,改定内容,
改定名称,改定名称,
放射線科,放射線科,
整形外科,整形外科,
新潟県,新潟県,
施行日,施行日,
明細,明細,
有効,有効,
本人,本人,
本人/家族,本人/家族,
東京都,東京都,
栃木県,栃木県,
検査,検査,
死亡,死亡,
沖縄県,沖縄県,
治癒,治癒,
泌尿器科,泌尿器科,
注射,注射,
滋賀県,滋賀県,
点単位価格,点単位価格,
点数,点数,
点検日時,点検日時,
点検者,点検者,
熊本県,熊本県,
現行点数表,現行点数表,
生年月日,生年月日,
生成時自動点検,生成時自動点検,
産婦人科,産婦人科,
男,男,
画像診断,画像診断,
略称,略称,
発症日,発症日,
皮膚科,皮膚科,
眼科,眼科,
石川県,石川県,
社保,社保,
神奈川県,神奈川県,
福井県,福井県,
福岡県,福岡県,
福島県,福島県,
秋田県,秋田県,
種別,種別,
紙,紙,
継続,継続,
群馬県,群馬県,
耳鼻咽喉科,耳鼻咽喉科,
自己負担割合,自己負担割合,
自己負担額,自己負担額,
自費,自費,
茨城県,茨城県,
被保険者番号,被保険者番号,
診療形態,診療形態,
診療日,診療日,
診療科,診療科,
診療行為,診療行為,
診療行為コード,診療行為コード,
診療行為名称,診療行為名称,
診療記録,診療記録,
詳細,詳細,
請求年,請求年,
請求月,請求月,
警告件数,警告件数,
資格取得日,資格取得日,
資格喪失日,資格喪失日,
転帰,転帰,
適用終了日,適用終了日,
適用開始日,適用開始日,
都道府県,都道府県,
長崎県,長崎県,
長野県,長野県,
電子,電子,
青森県,青森県,
静岡県,静岡県,
香川県,香川県,
高知県,高知県,
鳥取県,鳥取県,
鹿児島県,鹿児島県,
